date,symbol,factor,prev_close_reported,close_previous_day
2026-03-03,EXCELSOFT,1.057948,85.26,80.59
2026-03-31,EXCELSOFT,1.057404,70.55,66.72
2026-01-26,EXICOM,1.020376,102.16,100.12
2026-02-02,EXICOM,0.979891,97.46,99.46
2026-03-31,EXICOM,1.091267,83.22,76.26
2026-04-14,EXICOM,0.916021,104.06,113.6
2026-05-01,EXICOM,0.97357,112.35,115.4
2026-06-26,EXICOM,1.044221,165.06,158.07
2026-01-26,EXIDEIND,1.027829,334.25,325.2
2026-03-03,EXIDEIND,1.035626,334.3,322.8
2026-03-26,EXIDEIND,0.971838,298.5,307.15
2026-03-31,EXIDEIND,1.044981,300.85,287.9
2026-05-28,EXIDEIND,0.929215,366.25,394.15
2026-06-26,EXIDEIND,1.024885,399.5,389.8
2025-12-25,EXIMROUTES,0.952544,125.45,131.7
2026-01-15,EXIMROUTES,1.051123,245.7,233.75
2026-01-26,EXIMROUTES,0.952442,187.25,196.6
2026-02-04,EXIMROUTES,0.950011,213.8,225.05
2026-03-03,EXIMROUTES,1.020376,160.25,157.05
2026-04-03,EXIMROUTES,0.953081,136.1,142.8
2026-04-14,EXIMROUTES,1.024144,156.95,153.25
2026-05-01,EXIMROUTES,1.040228,128.0,123.05
2026-05-28,EXIMROUTES,1.047416,110.45,105.45
2025-10-22,EXPLEOSOL,0.975409,1001.55,1026.8
2026-03-31,EXPLEOSOL,1.059824,685.6,646.9
2025-10-22,EXXARO,0.966408,7.48,7.74
2025-11-05,EXXARO,0.870813,7.28,8.36
2026-03-03,EXXARO,1.040506,8.22,7.9
2026-03-26,EXXARO,1.032544,6.98,6.76
2026-03-31,EXXARO,1.051613,6.52,6.2
2026-04-03,EXXARO,1.025197,6.51,6.35
2026-04-14,EXXARO,1.108397,7.26,6.55
2025-10-22,FABTECH,0.952402,191.89,201.48
2026-01-26,FABTECH,1.066604,171.35,160.65
2026-03-31,FABTECH,1.104851,153.74,139.15
2026-01-26,FACT,1.029989,805.4,781.95
2026-02-02,FACT,0.955005,780.0,816.75
2026-03-03,FACT,1.046008,743.45,710.75
2026-03-31,FACT,1.052526,788.5,749.15
2026-05-28,FACT,0.978341,903.4,923.4
2026-02-02,FAIRCHEMOR,0.956354,621.2,649.55
2026-03-31,FAIRCHEMOR,1.05612,457.3,433.0
2026-04-03,FAIRCHEMOR,0.951434,471.15,495.2
2026-01-15,FALCONTECH,1.043333,15.65,15.0
2026-01-26,FALCONTECH,0.953795,14.45,15.15
2026-02-02,FALCONTECH,1.033003,15.65,15.15
2026-03-03,FALCONTECH,0.977492,15.2,15.55
2026-03-26,FALCONTECH,0.970954,11.7,12.05
2026-03-31,FALCONTECH,0.965251,12.5,12.95
2026-05-01,FALCONTECH,1.028369,14.5,14.1
2026-05-28,FALCONTECH,1.040293,14.2,13.65
2026-03-03,FAZE3Q,1.028421,457.75,445.1
2026-03-26,FAZE3Q,0.952467,394.75,414.45
2026-03-31,FAZE3Q,1.041804,393.75,377.95
2026-04-03,FAZE3Q,0.953961,396.8,415.95
2026-04-14,FAZE3Q,1.027525,451.7,439.6
2026-05-01,FAZE3Q,1.034793,459.5,444.05
2026-05-28,FAZE3Q,0.972498,509.2,523.6
2025-11-05,FCL,1.104791,32.05,29.01
2026-01-26,FCL,1.030847,22.39,21.72
2026-03-03,FCL,1.029655,23.61,22.93
2026-03-31,FCL,1.048337,20.17,19.24
2026-05-28,FCL,1.023859,39.48,38.56
2026-06-26,FCL,1.048655,42.89,40.9
2026-03-03,FCONSUMER,1.028571,0.36,0.35
2026-03-31,FCONSUMER,1.032258,0.32,0.31
2026-04-14,FCONSUMER,0.96875,0.31,0.32
2025-12-25,FCSSOFT,1.026316,1.95,1.9
2026-01-26,FCSSOFT,1.045161,1.62,1.55
2026-02-02,FCSSOFT,1.045161,1.62,1.55
2026-03-03,FCSSOFT,1.046358,1.58,1.51
2026-03-31,FCSSOFT,1.111111,1.3,1.17
2026-04-03,FCSSOFT,0.963235,1.31,1.36
2026-04-14,FCSSOFT,1.070588,1.82,1.7
2025-10-22,FDC,0.969363,435.05,448.8
2025-11-05,FDC,1.028958,460.15,447.2
2026-03-03,FDC,0.958608,356.65,372.05
2026-05-28,FDC,0.93854,403.15,429.55
2026-05-01,FEDDERSHOL,1.023529,34.8,34.0
2026-06-26,FEDDERSHOL,0.945855,39.48,41.74
2026-03-26,FEDERALBNK,0.968813,262.5,270.95
2026-03-31,FEDERALBNK,1.038165,269.3,259.4
2025-10-22,FEDFINA,0.964241,146.42,151.85
2026-01-15,FEDFINA,0.918986,162.1,176.39
2026-01-26,FEDFINA,1.037315,150.67,145.25
2026-02-02,FEDFINA,0.929583,141.78,152.52
2026-03-26,FEDFINA,0.972308,128.51,132.17
2026-03-31,FEDFINA,1.050387,130.29,124.04
2026-04-03,FEDFINA,0.958462,130.6,136.26
2026-04-14,FEDFINA,1.025952,143.11,139.49
2025-10-22,FEL,0.98,0.49,0.5
2025-11-05,FEL,1.02381,0.43,0.42
2026-01-26,FEL,0.977778,0.44,0.45
2026-02-02,FEL,0.977778,0.44,0.45
2026-03-03,FEL,1.02381,0.43,0.42
2026-03-26,FEL,1.025641,0.4,0.39
2026-03-31,FEL,1.027027,0.38,0.37
2026-04-14,FEL,0.977273,0.43,0.44
2026-05-28,FEL,1.023256,0.44,0.43
2025-12-25,FELDVR,0.971963,3.12,3.21
2026-01-26,FELDVR,0.959322,2.83,2.95
2026-02-02,FELDVR,0.952542,2.81,2.95
2026-03-03,FELDVR,1.045775,2.97,2.84
2026-03-26,FELDVR,0.953488,2.46,2.58
2026-03-31,FELDVR,1.050584,2.7,2.57
2026-05-01,FELDVR,0.952703,2.82,2.96
2026-05-28,FELDVR,0.95539,2.57,2.69
2026-06-26,FELDVR,1.048387,2.6,2.48
2025-10-22,FELIX,0.974892,180.55,185.2
2025-11-05,FELIX,1.020622,175.7,172.15
2025-12-25,FELIX,0.979388,156.8,160.1
2026-03-03,FELIX,1.057002,192.85,182.45
2026-03-31,FELIX,1.036278,164.25,158.5
2026-04-14,FELIX,0.972484,180.25,185.35
2026-06-26,FELIX,1.025167,191.45,186.75
2026-05-28,FERMENTA,0.976409,287.65,294.6
2026-02-02,FIBERWEB,1.031551,39.56,38.35
2026-03-26,FIBERWEB,0.976744,34.02,34.83
2026-03-31,FIBERWEB,1.051566,33.24,31.61
2026-04-03,FIBERWEB,0.954284,33.19,34.78
2025-11-05,FIDEL,1.041148,150.55,144.6
2025-12-25,FIDEL,1.03561,142.5,137.6
2026-01-26,FIDEL,1.021341,134.0,131.2
2026-02-03,FIDEL,0.964029,134.0,139.0
2026-03-03,FIDEL,1.028125,131.6,128.0
2026-03-31,FIDEL,1.024,128.0,125.0
2026-05-01,FIDEL,0.977337,172.5,176.5
2026-01-26,FIEMIND,1.027452,2204.5,2145.6
2026-03-26,FIEMIND,0.965348,2011.4,2083.6
2026-03-31,FIEMIND,1.028887,1966.1,1910.9
2026-04-14,FIEMIND,1.023881,2216.6,2164.9
2026-05-28,FIEMIND,0.972357,2251.2,2315.2
2026-01-26,FILATEX,1.028077,43.94,42.74
2026-02-02,FILATEX,1.033725,47.51,45.96
2026-03-03,FILATEX,1.031882,43.37,42.03
2026-03-31,FILATEX,1.040379,38.39,36.9
2026-04-14,FILATEX,1.027651,44.97,43.76
2026-05-28,FILATEX,0.936043,43.76,46.75
2025-10-22,FILATFASH,0.979592,0.48,0.49
2025-11-05,FILATFASH,1.020833,0.49,0.48
2025-12-25,FILATFASH,1.027778,0.37,0.36
2026-01-15,FILATFASH,0.967742,0.3,0.31
2026-03-03,FILATFASH,1.047619,0.22,0.21
2026-03-31,FILATFASH,1.071429,0.15,0.14
2026-04-03,FILATFASH,0.9375,0.15,0.16
2026-04-14,FILATFASH,0.954545,0.21,0.22
2026-05-01,FILATFASH,1.038462,0.27,0.26
2026-02-02,FINBUD,0.978817,110.9,113.3
2026-03-03,FINBUD,1.047382,105.0,100.25
2026-03-26,FINBUD,1.050382,103.2,98.25
2026-03-31,FINBUD,1.09868,87.4,79.55
2026-04-03,FINBUD,0.962067,87.5,90.95
2026-04-14,FINBUD,1.03235,108.5,105.1
2026-05-01,FINBUD,1.0358,130.2,125.7
2026-05-28,FINBUD,0.954879,123.8,129.65
2026-03-03,FINCABLES,0.965397,913.7,946.45
2026-03-26,FINCABLES,0.979691,815.25,832.15
2026-03-31,FINCABLES,1.038828,806.65,776.5
2026-05-28,FINCABLES,0.922616,1086.15,1177.25
2026-01-26,FINEORG,1.021792,3971.5,3886.8
2026-03-03,FINEORG,1.054419,4710.3,4467.2
2026-04-03,FINEORG,0.954369,4164.2,4363.3
2026-04-14,FINEORG,1.020192,4653.3,4561.2
2026-05-01,FINEORG,1.020203,4721.6,4628.1
2026-02-02,FINIETF,0.970821,30.61,31.53
2026-03-26,FINIETF,0.970568,28.69,29.56
2026-03-31,FINIETF,1.029348,28.41,27.6
2025-10-22,FINKURVE,0.972396,118.36,121.72
2025-12-25,FINKURVE,1.020615,105.95,103.81
2026-02-02,FINKURVE,1.027456,84.2,81.95
2026-03-03,FINKURVE,1.165744,77.93,66.85
2026-03-31,FINKURVE,1.094184,55.88,51.07
2026-04-03,FINKURVE,1.049153,56.35,53.71
2026-04-14,FINKURVE,1.022166,64.56,63.16
2026-05-01,FINKURVE,1.022727,73.8,72.16
2026-05-28,FINKURVE,1.0419,63.16,60.62
2026-01-26,FINOPB,1.033099,220.05,213.0
2026-03-26,FINOPB,0.909135,112.46,123.7
2026-03-31,FINOPB,1.076109,127.11,118.12
2026-04-03,FINOPB,1.022334,124.51,121.79
2026-05-01,FINOPB,1.064491,134.36,126.22
2026-05-28,FINOPB,0.954691,127.9,133.97
2026-06-26,FINOPB,1.022442,149.89,146.6
2026-03-03,FINPIPE,1.027169,185.25,180.35
2026-03-31,FINPIPE,1.051284,157.64,149.95
2026-05-28,FINPIPE,0.928151,178.14,191.93
2026-06-26,FINPIPE,1.041986,183.65,176.25
2026-02-02,FIRSTCRY,0.952458,263.45,276.6
2026-03-31,FIRSTCRY,1.07411,223.78,208.34
2026-05-28,FIRSTCRY,1.033024,237.11,229.53
2025-11-05,FISCHER,1.139164,107.07,93.99
2026-01-15,FISCHER,1.025595,40.07,39.07
2026-01-26,FISCHER,1.020157,36.44,35.72
2026-02-02,FISCHER,0.974552,37.53,38.51
2026-03-03,FISCHER,1.031545,38.26,37.09
2026-03-26,FISCHER,0.95564,35.33,36.97
2026-03-31,FISCHER,0.957037,38.76,40.5
2026-05-01,FISCHER,1.022919,38.83,37.96
2026-06-26,FISCHER,0.977543,36.13,36.96
2026-03-03,FIVESTAR,1.022928,417.15,407.8
2026-03-26,FIVESTAR,0.952823,364.55,382.6
2026-03-31,FIVESTAR,1.06729,376.7,352.95
2026-05-01,FIVESTAR,1.038786,498.15,479.55
2025-12-25,FLAIR,0.973771,295.15,303.1
2026-01-26,FLAIR,1.02481,309.8,302.3
2026-04-03,FLAIR,0.976858,289.15,296.0
2026-06-26,FLAIR,1.027715,272.55,265.2
2026-01-26,FLEXIADD,1.023969,10.68,10.43
2026-03-31,FLEXIADD,1.020089,9.14,8.96
2025-10-22,FLEXITUFF,1.036471,21.03,20.29
2025-11-05,FLEXITUFF,1.042412,20.4,19.57
2026-01-26,FLEXITUFF,0.976081,10.61,10.87
2026-03-03,FLEXITUFF,1.040524,8.73,8.39
2026-03-31,FLEXITUFF,1.027508,6.35,6.18
2026-04-14,FLEXITUFF,0.976012,6.51,6.67
2026-05-01,FLEXITUFF,0.9375,6.9,7.36
2026-05-28,FLEXITUFF,0.97511,6.66,6.83
2026-06-26,FLEXITUFF,1.051155,6.37,6.06
2025-12-25,FLFL,1.035211,1.47,1.42
2026-01-15,FLFL,1.034483,1.5,1.45
2026-01-26,FLFL,1.045113,1.39,1.33
2026-03-03,FLFL,0.967742,1.2,1.24
2026-03-26,FLFL,0.96875,1.24,1.28
2026-03-31,FLFL,1.050847,1.24,1.18
2026-01-26,FLUOROCHEM,1.0393,3250.1,3127.2
2026-02-02,FLUOROCHEM,0.972654,2970.0,3053.5
2026-03-03,FLUOROCHEM,1.050199,3483.3,3316.8
2026-05-01,FLUOROCHEM,0.933204,3361.4,3602.0
2026-05-28,FLUOROCHEM,1.027729,3784.2,3682.1
2026-01-15,FLYSBS,1.042049,459.7,441.15
2026-02-02,FLYSBS,1.049893,466.1,443.95
2026-03-03,FLYSBS,1.052544,476.75,452.95
2026-03-31,FLYSBS,1.037314,373.9,360.45
2026-04-03,FLYSBS,0.952429,378.4,397.3
2026-04-14,FLYSBS,1.021212,423.65,414.85
2026-03-31,FMCGIETF,1.020752,49.68,48.67
2025-11-05,FMGOETZE,0.941399,472.3,501.7
2026-01-26,FMGOETZE,1.029589,434.95,422.45
2026-03-03,FMGOETZE,1.035474,407.2,393.25
2026-03-26,FMGOETZE,0.910277,366.25,402.35
2026-03-31,FMGOETZE,0.978589,379.35,387.65
2025-10-22,FMNL,0.952511,10.43,10.95
2026-01-15,FMNL,1.022305,8.25,8.07
2026-01-26,FMNL,0.956016,7.39,7.73
2026-02-02,FMNL,0.950631,8.28,8.71
2026-03-03,FMNL,0.967366,8.3,8.58
2026-03-26,FMNL,1.041209,7.58,7.28
2026-03-31,FMNL,0.963788,6.92,7.18
2026-04-03,FMNL,0.952625,7.44,7.81
2026-05-01,FMNL,0.910417,8.74,9.6
2026-05-28,FMNL,1.040039,10.65,10.24
2025-11-05,FOCE,0.979381,1900.0,1940.0
2025-12-25,FOCE,0.965333,1810.0,1875.0
2026-03-31,FOCE,0.952429,521.55,547.6
2026-05-28,FOCE,0.979203,565.0,577.0
2026-01-26,FOCUS,1.031593,69.55,67.42
2026-05-01,FOCUS,0.9684,76.92,79.43
2026-05-28,FOCUS,1.037814,82.61,79.6
2025-11-05,FONEBOX,0.833488,90.1,108.1
2026-03-03,FONEBOX,1.061453,76.0,71.6
2026-03-31,FONEBOX,1.129707,67.5,59.75
2026-04-03,FONEBOX,0.933594,59.75,64.0
2026-06-26,FONEBOX,1.024967,78.0,76.1
2025-11-05,FOODSIN,1.028125,84.81,82.49
2026-03-31,FOODSIN,1.079206,49.46,45.83
2026-04-03,FOODSIN,0.948577,51.65,54.45
2026-04-14,FOODSIN,1.031976,61.32,59.42
2025-11-05,FORCAS,1.055731,133.55,126.5
2025-12-25,FORCAS,1.040984,127.0,122.0
2026-02-02,FORCAS,0.974199,109.5,112.4
2026-03-03,FORCAS,1.054746,105.0,99.55
2026-03-31,FORCAS,1.039474,98.75,95.0
2026-05-28,FORCAS,1.042482,109.2,104.75
2026-01-26,FORCEMOT,1.070893,20695.0,19325.0
2026-02-02,FORCEMOT,0.97838,18780.0,19195.0
2026-03-03,FORCEMOT,1.041104,24341.0,23380.0
2026-03-31,FORCEMOT,1.051791,20410.0,19405.0
2026-04-14,FORCEMOT,1.024692,22617.0,22072.0
2026-05-01,FORCEMOT,1.054311,20985.0,19904.0
2026-06-26,FORCEMOT,0.975858,17947.0,18391.0
2025-11-05,FORGEAUTO,1.057003,140.0,132.45
2026-01-15,FORGEAUTO,1.051716,114.9,109.25
2026-02-02,FORGEAUTO,0.950333,92.8,97.65
2026-03-03,FORGEAUTO,0.963387,84.2,87.4
2026-03-31,FORGEAUTO,1.051095,72.0,68.5
2026-04-14,FORGEAUTO,0.964069,87.2,90.45
2026-05-28,FORGEAUTO,1.052261,104.7,99.5
2026-06-26,FORGEAUTO,0.952381,88.0,92.4
2026-02-02,FORTIS,0.978039,832.8,851.5
2026-03-26,FORTIS,0.977473,811.4,830.1
2026-03-31,FORTIS,1.024088,814.15,795.0
2026-06-26,FORTIS,1.021575,975.4,954.8
2026-02-02,FOSECOIND,0.976513,4386.3,4491.8
2026-03-31,FOSECOIND,1.045884,4866.5,4653.0
2026-04-14,FOSECOIND,1.021978,4598.8,4499.9
2026-03-03,FRACTAL,1.035928,778.5,751.5
2026-03-31,FRACTAL,1.043584,792.55,759.45
2026-04-14,FRACTAL,0.975989,829.2,849.6
2026-05-28,FRACTAL,0.951009,973.5,1023.65
2026-06-26,FRACTAL,1.023797,946.5,924.5
2025-10-22,FRESHARA,0.978222,166.2,169.9
2025-11-05,FRESHARA,0.975572,155.75,159.65
2026-03-26,FRESHARA,0.965585,172.55,178.7
2026-03-31,FRESHARA,1.050986,173.15,164.75
2026-04-14,FRESHARA,1.028602,190.6,185.3
2026-05-01,FRESHARA,0.963921,203.05,210.65
2026-05-28,FRESHARA,1.06686,220.2,206.4
2025-11-05,FROG,1.025914,211.8,206.45
2026-02-02,FROG,0.954242,142.85,149.7
2026-03-03,FROG,1.035637,143.85,138.9
2026-03-26,FROG,0.900486,138.9,154.25
2026-03-31,FROG,1.145421,153.2,133.75
2026-04-03,FROG,0.970408,142.65,147.0
2026-04-14,FROG,0.935493,170.4,182.15
2026-05-28,FROG,0.952531,151.5,159.05
2026-06-26,FROG,0.952693,160.1,168.05
2026-05-28,FRONTSP,0.956657,1593.6,1665.8
2025-10-22,FSC,0.953975,2.28,2.39
2026-02-02,FSL,0.971393,310.7,319.85
2026-03-26,FSL,0.962961,216.05,224.36
2026-03-31,FSL,1.041489,212.87,204.39
2026-04-14,FSL,1.020088,220.39,216.05
2026-05-28,FSL,1.048119,277.72,264.97
2025-11-05,FUSION,1.048673,187.23,178.54
2026-02-02,FUSION,0.976005,178.97,183.37
2026-03-03,FUSION,1.03343,188.26,182.17
2026-03-31,FUSION,1.020327,141.05,138.24
2026-04-14,FUSION,1.041128,157.71,151.48
2026-06-26,FUSION,0.938632,180.94,192.77
2026-01-15,FWSTC,1.078057,212.0,196.65
2026-01-26,FWSTC,1.049738,200.5,191.0
2026-03-03,FWSTC,1.030719,187.9,182.3
2026-03-26,FWSTC,1.047468,165.5,158.0
2026-05-28,FWSTC,1.029412,175.0,170.0
2026-06-26,FWSTC,1.057666,193.5,182.95
2026-01-15,GABRIEL,1.021336,952.6,932.7
2026-01-26,GABRIEL,1.021095,919.7,900.7
2026-03-03,GABRIEL,1.047454,998.8,953.55
2026-03-26,GABRIEL,0.975887,860.0,881.25
2026-05-28,GABRIEL,0.972195,1097.9,1129.3
2025-10-22,GAEL,0.96553,103.64,107.34
2026-01-26,GAEL,1.029427,139.93,135.93
2026-02-02,GAEL,0.975888,137.61,141.01
2026-03-26,GAEL,0.977074,128.71,131.73
2026-05-01,GAEL,0.972071,151.4,155.75
2026-06-26,GAEL,1.020787,161.56,158.27
2026-02-02,GAIL,0.970889,162.42,167.29
2026-03-03,GAIL,1.027019,169.53,165.07
2026-02-02,GAJANAND,0.915842,9.25,10.1
2026-03-26,GAJANAND,0.885906,6.6,7.45
2026-03-31,GAJANAND,1.155039,7.45,6.45
2026-04-03,GAJANAND,1.020833,7.35,7.2
2025-12-25,GALAPREC,1.024653,812.55,793.0
2026-02-02,GALAPREC,1.17673,841.95,715.5
2026-03-03,GALAPREC,1.034842,749.95,724.7
2026-03-31,GALAPREC,1.053313,739.9,702.45
2026-04-03,GALAPREC,0.969995,711.2,733.2
2026-06-26,GALAPREC,1.044802,1132.2,1083.65
2026-03-26,GALAXYSURF,0.95873,1561.1,1628.3
2026-03-31,GALAXYSURF,1.05447,1597.1,1514.6
2026-05-01,GALAXYSURF,1.032899,1918.3,1857.2
2026-04-14,GALLANTT,0.970023,658.5,678.85
2026-01-15,GANDHAR,1.050003,161.69,153.99
2026-01-26,GANDHAR,0.970449,158.29,163.11
2026-02-02,GANDHAR,0.953611,142.87,149.82
2026-03-03,GANDHAR,1.021681,140.43,137.45
2026-03-31,GANDHAR,1.05771,123.53,116.79
2026-06-26,GANDHAR,1.024493,179.44,175.15
2025-10-22,GANDHITUBE,0.973909,894.0,917.95
2025-12-25,GANDHITUBE,1.021091,779.45,763.35
2026-02-02,GANDHITUBE,0.954676,700.35,733.6
2026-03-03,GANDHITUBE,1.030435,873.5,847.7
2026-03-31,GANDHITUBE,1.027829,779.3,758.2
2026-05-28,GANDHITUBE,1.022736,843.45,824.7
2026-01-15,GANECOS,1.046477,776.8,742.3
2026-02-02,GANECOS,1.041083,713.35,685.2
2026-03-03,GANECOS,1.027988,773.15,752.1
2026-03-31,GANECOS,0.916476,780.7,851.85
2026-04-03,GANECOS,0.920776,1022.2,1110.15
2025-11-05,GANESHBE,1.02286,87.25,85.3
2026-01-15,GANESHBE,1.022185,78.33,76.63
2026-02-02,GANESHBE,0.964099,70.09,72.7
2026-03-03,GANESHBE,1.044388,82.35,78.85
2026-03-31,GANESHBE,1.063974,76.67,72.06
2026-06-26,GANESHBE,1.020745,105.79,103.64
2025-11-05,GANESHCP,1.02879,282.3,274.4
2026-01-15,GANESHCP,1.025273,209.33,204.17
2026-01-26,GANESHCP,1.023846,199.22,194.58
2026-02-02,GANESHCP,1.032099,200.64,194.4
2026-03-03,GANESHCP,0.948196,176.08,185.7
2026-03-31,GANESHCP,0.976875,166.44,170.38
2026-04-03,GANESHCP,0.966833,174.32,180.3
2026-06-26,GANESHCP,1.032478,199.96,193.67
2026-01-15,GANESHHOU,1.025821,766.75,747.45
2026-01-26,GANESHHOU,1.029087,741.2,720.25
2026-03-26,GANESHHOU,0.977122,574.45,587.9
2026-03-31,GANESHHOU,1.080304,546.85,506.2
2026-05-01,GANESHHOU,1.026219,683.0,665.55
2025-12-25,GANESHIN,1.040272,206.65,198.65
2026-01-15,GANESHIN,1.035526,107.85,104.15
2026-01-26,GANESHIN,0.969731,86.5,89.2
2026-03-03,GANESHIN,1.052174,78.65,74.75
2026-03-31,GANESHIN,1.04176,69.85,67.05
2026-04-03,GANESHIN,0.952639,70.4,73.9
2026-04-14,GANESHIN,1.033641,78.35,75.8
2026-05-01,GANESHIN,1.02416,86.9,84.85
2026-05-28,GANESHIN,0.952717,87.65,92.0
2026-03-26,GANGABATH,1.045213,19.65,18.8
2026-04-03,GANGABATH,0.954545,18.9,19.8
2026-04-14,GANGABATH,1.026201,23.5,22.9
2025-10-22,GANGAFORGE,0.970822,3.66,3.77
2026-01-26,GANGAFORGE,0.920118,3.11,3.38
2026-03-03,GANGAFORGE,1.034364,3.01,2.91
2026-03-26,GANGAFORGE,1.022388,2.74,2.68
2026-03-31,GANGAFORGE,1.092437,2.6,2.38
2026-06-26,GANGAFORGE,1.029167,2.47,2.4
2025-11-05,GANGESSECU,1.028384,156.52,152.2
2026-02-02,GANGESSECU,1.029051,122.56,119.1
2026-03-26,GANGESSECU,0.965931,107.17,110.95
2026-03-31,GANGESSECU,1.045319,108.87,104.15
2025-10-22,GARFIBRES,0.976707,765.25,783.5
2026-02-02,GARFIBRES,0.969523,634.65,654.6
2026-03-31,GARFIBRES,0.977237,592.45,606.25
2025-10-22,GARUDA,0.977857,196.52,200.97
2025-11-05,GARUDA,0.952019,214.09,224.88
2026-01-15,GARUDA,1.036741,194.7,187.8
2026-01-26,GARUDA,1.067931,170.1,159.28
2026-03-03,GARUDA,1.033095,177.62,171.93
2026-03-26,GARUDA,0.977719,151.83,155.29
2026-03-31,GARUDA,1.081268,143.56,132.77
2026-05-01,GARUDA,1.021183,172.1,168.53
2026-05-28,GARUDA,0.961104,170.99,177.91
2026-06-26,GARUDA,1.025994,183.93,179.27
2025-12-25,GATECH,1.053571,0.59,0.56
2026-01-26,GATECH,1.041667,0.5,0.48
2026-02-02,GATECH,1.04,0.52,0.5
2026-03-03,GATECH,1.042553,0.49,0.47
2026-03-31,GATECH,1.05,0.42,0.4
2026-04-03,GATECH,0.976744,0.42,0.43
2026-04-14,GATECH,1.042553,0.49,0.47
2026-01-15,GATECHDVR,1.021277,0.48,0.47
2026-02-02,GATECHDVR,1.022727,0.45,0.44
2026-03-03,GATECHDVR,1.044444,0.47,0.45
2026-03-26,GATECHDVR,0.925,0.37,0.4
2026-03-31,GATECHDVR,1.026316,0.39,0.38
2026-04-14,GATECHDVR,1.021739,0.47,0.46
2026-06-26,GATECHDVR,1.045455,0.46,0.44
2026-03-03,GATEWAY,1.035915,58.84,56.8
2026-03-26,GATEWAY,0.930828,51.27,55.08
2026-03-31,GATEWAY,1.068249,54.0,50.55
2026-04-03,GATEWAY,0.973301,52.86,54.31
2026-06-26,GATEWAY,1.05439,61.84,58.65
2026-03-03,GAUDIUMIVF,0.970261,80.26,82.72
2026-03-31,GAUDIUMIVF,1.054243,75.41,71.53
2026-04-03,GAUDIUMIVF,1.029931,78.8,76.51
2026-05-01,GAUDIUMIVF,0.952416,115.69,121.47
2026-05-28,GAUDIUMIVF,1.020378,119.17,116.79
2026-06-26,GAUDIUMIVF,1.020344,110.84,108.63
2025-10-22,GAYAHWS,1.052632,3.6,3.42
2025-11-05,GAYAHWS,0.953488,3.69,3.87
2026-01-26,GAYAHWS,1.051402,2.25,2.14
2026-02-02,GAYAHWS,1.045685,2.06,1.97
2026-03-03,GAYAHWS,1.050228,2.3,2.19
2026-03-26,GAYAHWS,0.976744,2.1,2.15
2026-03-31,GAYAHWS,1.03,2.06,2.0
2026-04-03,GAYAHWS,0.963303,2.1,2.18
2026-04-14,GAYAHWS,1.026201,2.35,2.29
2026-03-31,GAYAPROJ,0.971528,13.99,14.4
2026-04-14,GAYAPROJ,0.95288,16.38,17.19
2026-05-01,GAYAPROJ,0.952567,17.07,17.92
2026-06-26,GAYAPROJ,1.046554,22.93,21.91
2025-10-22,GCHOTELS,0.96619,202.9,210.0
2026-01-15,GCHOTELS,1.03619,151.75,146.45
2026-02-02,GCHOTELS,0.965913,130.35,134.95
2026-03-03,GCHOTELS,1.054684,110.9,105.15
2026-03-26,GCHOTELS,1.021035,89.8,87.95
2026-03-31,GCHOTELS,1.104725,86.5,78.3
2026-04-03,GCHOTELS,0.962984,85.85,89.15
2026-05-01,GCHOTELS,1.034049,98.7,95.45
2026-05-28,GCHOTELS,1.089566,121.65,111.65
2026-06-26,GCHOTELS,1.02271,132.85,129.9
2025-11-05,GCSL,0.968884,235.4,242.96
2025-12-25,GCSL,0.978202,359.0,367.0
2026-01-15,GCSL,0.971702,324.5,333.95
2026-02-02,GCSL,1.049885,295.7,281.65
2026-03-26,GCSL,0.962796,341.6,354.8
2026-03-31,GCSL,1.035265,358.15,345.95
2026-05-01,GCSL,0.95827,346.75,361.85
2026-06-26,GCSL,1.020027,420.2,411.95
2025-11-05,GEECEE,1.027937,349.55,340.05
2026-03-31,GEECEE,1.038644,229.8,221.25
2026-04-03,GEECEE,0.974224,235.85,242.09
2026-04-14,GEECEE,1.061526,313.49,295.32
2026-06-26,GEECEE,1.020161,349.15,342.25
2025-11-05,GEEKAYWIRE,1.021926,34.49,33.75
2026-02-02,GEEKAYWIRE,1.086102,30.4,27.99
2026-03-03,GEEKAYWIRE,1.055861,24.95,23.63
2026-03-31,GEEKAYWIRE,1.025237,19.5,19.02
2026-04-03,GEEKAYWIRE,0.974636,20.75,21.29
2026-04-14,GEEKAYWIRE,0.960636,25.38,26.42
2026-05-01,GEEKAYWIRE,1.069675,27.02,25.26
2025-12-25,GEMAROMA,0.97524,162.28,166.4
2026-01-26,GEMAROMA,1.026431,154.56,150.58
2026-03-31,GEMAROMA,1.052586,145.32,138.06
2026-04-03,GEMAROMA,0.952431,144.96,152.2
2025-10-22,GENCON,0.921658,40.47,43.91
2025-11-05,GENCON,0.969123,41.43,42.75
2025-12-25,GENCON,1.047682,47.68,45.51
2026-01-26,GENCON,1.022349,44.83,43.85
2026-03-26,GENCON,0.960987,40.89,42.55
2026-04-03,GENCON,1.047785,45.17,43.11
2026-06-26,GENCON,0.94801,41.21,43.47
2025-12-25,GENESYS,0.95,432.25,455.0
2026-01-15,GENESYS,1.065525,379.7,356.35
2026-01-26,GENESYS,1.097375,338.65,308.6
2026-03-03,GENESYS,1.048109,300.65,286.85
2026-03-31,GENESYS,1.099084,227.95,207.4
